"id","name","sku","url","price","wholesaleprice","firstsaleprice","secondsaleprice","specialpriceto","specialpricefrom","image","category","quantity",
"1256","Italian Jewellery Earring","Ear-9868-70-Ad IJ","","11500","","","","0000-00-00","0000-00-00","image_1439192283_EAR-9868-70-AD-(1).jpg,image_1439192299_EAR-9868-70-AD-(2).jpg","Earring,Earring","10",
"1254","Italian Jewellery Earring","Ear-10805-16-IJ","","23800","","","","0000-00-00","0000-00-00","image_1439192269_EAR-10805-16-IJ-(1).jpg","Earring","10",
"1252","Italian Jewellery Earring","Ear-8151-78-Ad IJ","","20580","","","","0000-00-00","0000-00-00","image_1439192198_EAR-8151-78-AD-(1).jpg,image_1439192213_EAR-8151-78-AD-(2).jpg","Earring,Earring","10",
"1251","Italian Jewellery Earring","Ear-6051-91-IJ","","7900","","","","0000-00-00","0000-00-00","image_1439192225_EAR-6051-91-IJ-(1).jpg,image_1439192244_EAR-6051-91-IJ-(2).jpg","Earring,Earring","10",
"1250","Antique Earring","Ear-13120-06-AT","","1450","","","","0000-00-00","0000-00-00","image_1439190990_EAR-13120-06-AT-(1).jpg","Antique Earring","10",
"1249","Antique Earring","Ear-10834-16-AT","","500","","","","0000-00-00","0000-00-00","image_1439190953_EAR-10834-16-AT-(1).jpg,image_1439190969_EAR-10834-16-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1248","Antique Earring","Ear-13002-06-AT","","600","","","","0000-00-00","1970-01-01","image_1439189830_EAR-13002-06-AT-(1).jpg,image_1439189846_EAR-13002-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1247","Antique Earring","Ear-12035-06-AT","","1250","","","","0000-00-00","1970-01-01","image_1439189866_EAR-12035-06-AT-(1).jpg","Antique Earring","10",
"1246","Antique Earring","Ear-13172-06-At","","850","","","","0000-00-00","1970-01-01","image_1439189892_EAR-13172-06-AT-(1).jpg","Antique Earring","10",
"1245","Antique Earring","Ear-1017-06-AT","","800","","","","0000-00-00","1970-01-01","image_1439189916_EAR-1017-06-AT-(1).jpg,image_1439189933_EAR-1017-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1244","Antique Earring","Ear-12979-06-AT","","450","","","","0000-00-00","1970-01-01","image_1439189956_EAR-12979-06-AT-(1).jpg,image_1439189971_EAR-12979-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1243","Antique Earring","Ear-12048-06-AT","","1700","","","","0000-00-00","0000-00-00","image_1439189755_EAR-12048-06-AT-(1).jpg,image_1439189777_EAR-12048-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1242","Antique Earring","Ear-038-9025-AT","","1125","","","","0000-00-00","0000-00-00","image_1439189707_EAR-038-9025-AT-(1).jpg,image_1439189718_EAR-038-9025-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1241","Antique Earring","Ear-12848-06-AT","","750","","","","0000-00-00","0000-00-00","image_1439189693_EAR-12848-06-AT-(1).jpg","Antique Earring","10",
"1240","Antique Earring","Ear-13184-06-AT","","500","","","","0000-00-00","0000-00-00","image_1439189674_EAR-13184-06-AT-(1).jpg","Antique Earring","10",
"1239","Antique Earring","Ear-13112-06-AT","","950","","","","0000-00-00","0000-00-00","image_1439189655_EAR-13112-06-AT-(2).jpg,image_1439189638_EAR-13112-06-AT-(1).jpg","Antique Earring,Antique Earring","10",
"1238","Antique Earring","Ear-13132-06-AT","","500","","","","0000-00-00","0000-00-00","image_1439189617_EAR-13132-06-AT-(1).jpg","Antique Earring","10",
"1236","Antique Earring","Ear-12980-06-AT","","450","","","","0000-00-00","0000-00-00","image_1439362233_EAR-12980-06-AT-(1).jpg","Antique Earring","10",
"1235","Antique Earring","Ear-13163-06-AT","","1050","","","","0000-00-00","0000-00-00","image_1439362446_EAR-13163-06-AT-(1).jpg","Antique Earring","10",
"1234","Antique Earring","Ear-12756-16-AT","","1800","","","","0000-00-00","0000-00-00","image_1439362473_EAR-12756-16-AT-(1).jpg","Antique Earring","10",
"1233","Antique Earring","Ear-12855-06-AT","","1150","","","","0000-00-00","1970-01-01","image_1439362536_EAR-12855-06-AT-(1).jpg","Antique Earring","10",
"1232","Antique Earring","Ear-13162-06-AT","","1350","","","","0000-00-00","0000-00-00","image_1439362508_EAR-13162-06-AT-(1).jpg","Antique Earring","10",
"1231","Antique Earring","Ear-12029-06-AT","","1600","","","","0000-00-00","0000-00-00","image_1439361708_EAR-12029-06-AT-(1).jpg,image_1439361726_EAR-12029-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1230","Antique Earring","Ear-13153-06-AT","","790","","","","0000-00-00","0000-00-00","image_1439361829_EAR-13153-06-AT-(1).jpg","Antique Earring","10",
"1228","Antique Earring","Ear-12852-06-AT","","2090","","","","0000-00-00","1970-01-01","image_1439361299_EAR-12852-06-AT-(1).jpg,image_1439361317_EAR-12852-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1226","Antique Earring","Ear-13106-06-AT","","1800","","","","0000-00-00","0000-00-00","image_1439361965_EAR-13106-06-AT-(1).jpg,image_1439361980_EAR-13106-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1225","Antique Earring","Ear-12044-06-AT","","1700","","","","0000-00-00","0000-00-00","image_1439362134_EAR-12044-06-AT-(1).jpg,image_1439362158_EAR-12044-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1224","Antique Earring","Ear-13124-06-AT","","450","","","","0000-00-00","0000-00-00","image_1439375803_EAR-13124-06-AT-(1).jpg","Antique Earring","10",
"1223","Italian Jewellery Earring","Ear-9848-70-AD IJ","","40000","","","","0000-00-00","0000-00-00","image_1439379645_EAR-9848-70-AD-(1).jpg,image_1439379670_EAR-9848-70-AD-(2).jpg","Earring,Earring","10",
"1222","Antique Earring","Ear-12863-06-AT","","450","","","","0000-00-00","0000-00-00","image_1439376189_EAR-12863-06-AT-(1).jpg","Antique Earring","10",
"1221","Antique Earring","Ear-13152-06-AT","","790","","","","0000-00-00","0000-00-00","image_1439187233_EAR-13152-06-AT-(1).jpg,image_1439187248_EAR-13152-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1220","Antique Earring","Ear-13100-06-AT","","2350","","","","0000-00-00","0000-00-00","image_1439187210_EAR-13100-06-AT-(1).jpg","Antique Earring","10",
"1219","Antique Earring","Ear-12868-06-AT","","450","","","","0000-00-00","0000-00-00","image_1439187158_EAR-12868-06-AT-(1).jpg,image_1439187184_EAR-12868-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1218","Antique Earring","Ear-12851-06-AT","","1190","","","","0000-00-00","0000-00-00","image_1439187115_EAR-12851-06-AT-(1).jpg","Antique Earring","10",
"1217","Antique Earring","Ear-12856-06-AT","","1050","","","","0000-00-00","0000-00-00","image_1439187091_EAR-12856-06-AT-(1).jpg","Antique Earring","10",
"1216","Antique Earring","Ear-12880-06-AT","","950","","","","0000-00-00","0000-00-00","image_1439187069_EAR-12880-06-AT-(1).jpg","Antique Earring","10",
"1215","Antique Earring","Ear-12842-06-AT","","1800","","","","0000-00-00","1970-01-01","image_1439375985_EAR-12842-06-AT-(4).jpg","Antique Earring","10",
"1214","Antique Earring","Ear-13006-06-AT","","2190","","","","0000-00-00","1970-01-01","image_1439187436_EAR-13006-06-AT-(1).jpg","Antique Earring","10",
"1213","Antique Earring","Ear-12841-06-AT","","1800","","","","0000-00-00","1970-01-01","image_1439187402_EAR-12841-06-AT-(1).jpg","Antique Earring","10",
"1212","Antique Earring","Ear-11050-16-AT","","350","","","","0000-00-00","1970-01-01","image_1439187361_EAR-11050-16-AT-(1).jpg,image_1439187745_EAR-11050-16-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1211","Antique Earring","Ear-13130-06-AT","","1050","","","","0000-00-00","1970-01-01","image_1439187313_EAR-13130-06-AT-(1).jpg,image_1439187336_EAR-13130-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1210","Antique Earring","Ear-10476-100-AT","","1395","","","","0000-00-00","1970-01-01","image_1439184831_EAR-10476-100-AT-(1).jpg,image_1439184851_EAR-10476-100-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1209","Antique Earring","Ear-13007-06-AT","","950","","","","0000-00-00","1970-01-01","image_1439184885_EAR-13007-06-AT-(1).jpg,image_1439184910_EAR-13007-06-AT-(4).jpg","Antique Earring,Antique Earring","10",
"1208","Antique Earring","Ear-12043-06-AT","","1600","","","","0000-00-00","1970-01-01","image_1439184931_ear-12043-06-AT-(1).jpg","Antique Earring","10",
"1207","Antique Earring","Ear-13185-06-AT","","500","","","","0000-00-00","1970-01-01","image_1439184948_EAR-13185-06-AT-(1).jpg,image_1439185155_EAR-13185-06-AT-(4).jpg","Antique Earring,Antique Earring","10",
"1206","Antique Earring","Ear-11631-16-AT","","2000","","","","0000-00-00","1970-01-01","image_1439185004_ear-11631-16-AT-(1).jpg,image_1439185184_ear-11631-16-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1202","Antique Earring","Ear-13146-06-AT","","600","","","","0000-00-00","0000-00-00","image_1439185348_EAR-13146-06-AT-(1).jpg,image_1439185371_EAR-13146-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1200","Antique Earring","Ear-12847-06-AT","","750","","","","0000-00-00","0000-00-00","image_1439185713_EAR-12847-06-AT-(1).jpg,image_1439185726_EAR-12847-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1198","Antique Earring","Ear-12883-06-At","","500","","","","0000-00-00","0000-00-00","image_1439185095_EAR-12883-06-AT-(1).jpg,image_1439185221_EAR-12883-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1197","Antique Earring","Ear-12858-06-AT","","1050","","","","0000-00-00","0000-00-00","image_1439184782_EAR-12858-06-AT-(1).jpg,image_1439185071_EAR-12858-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1195","Antique Earring","Ear-12884-06-AT","","500","","","","0000-00-00","0000-00-00","image_1439184761_EAR-12884-06-AT-(1).jpg","Antique Earring","10",
"1194","Antique Earring","Ear-13128-06-AT","","2090","","","","0000-00-00","0000-00-00","image_1439184690_EAR-13128-06-AT-(4).jpg,image_1439184715_EAR-13128-06-AT-(5).jpg","Antique Earring,Antique Earring","10",
"1193","Italian Jewellery  Earring","Ear-10566-70-AD IJ","","40500","","","","0000-00-00","0000-00-00","image_1439041260_EAR-10566-70-AD-(1).jpg","Earring","20",
"1192","Italian Jewellery  Earring","Ear-10519-70-AD IJ","","25500","","","","0000-00-00","0000-00-00","image_1439041184_EAR-10519-70-AD-(2).jpg,image_1439041166_EAR-10519-70-AD-(1).jpg","Earring,Earring","20",
"1191","Italian Jewellery Earring","Ear-10581-113-AD IJ","","22500","","","","0000-00-00","0000-00-00","image_1439540926_EAR-10581-113-AD-(1).jpg,image_1439540948_EAR-10581-113-AD-(2).jpg","Earring,Earring","10",
"1190","Italian Jewellery Earring","Ear-12930-24-AD IJ","","19500","","","","0000-00-00","0000-00-00","image_1439041010_EAR-12930-24-AD-(1).jpg","Earring","20",
"1189","Italian Jewellery  Earring","Ear-9843-70-AD IJ","","40000","","","","0000-00-00","0000-00-00","image_1439040932_EAR-9843-70-AD-(1).jpg","Earring","20",
"1188","Italian Jewellery  Earring","Ear-10523-7-AD IJ","","24500","","","","0000-00-00","0000-00-00","image_1439040845_EAR-10523-70-AD-(1).jpg,image_1439040857_EAR-10523-70-AD-(2).jpg","Earring,Earring","20",
"1187","Italian Jewellery Earring","Ear-13194-52-IJ","","19500","","","","0000-00-00","0000-00-00","image_1439040739_EAR-13194-52-IJ-(1).jpg,image_1439040750_EAR-13194-52-IJ-(3).jpg","Earring,Earring","20",
"1186","Italian Jewellery Earring","Ear-9857-70-AD IJ","","12500","","","","0000-00-00","0000-00-00","image_1439040674_EAR-9857-70-AD-(5).jpg","Earring","10",
"1185","Italian Jewellery Earring","Ear-9872-70-AD IJ","","29500","","","","0000-00-00","0000-00-00","image_1439040601_EAR-9872-70-AD-(2).jpg","Earring","20",
"1184","Italian Jewellery Earring","Ear-9870-70-AD IJ","","11500","","","","0000-00-00","0000-00-00","image_1439040458_EAR-9870-70-AD-(1).jpg","Earring","0",
"1183","Italian Jewellery Earring","Ear-9925-70-AD IJ","","28500","","","","0000-00-00","0000-00-00","image_1439040367_EAR-9925-70-AD-(1).jpg,image_1439040379_EAR-9925-70-AD-(2).jpg","Earring,Earring","20",
"1182","Italian Jewellery Earring","Ear-6244-32AD IJ","","24975","","","","0000-00-00","0000-00-00","image_1439040279_EAR-6244-32-AD-(1).jpg,image_1439040291_EAR-6244-32-AD-(2).jpg","Earring,Earring","20",
"1181","Italian Jewellery Earring","Ear-10521-70-AD IJ","","30500","","","","0000-00-00","0000-00-00","image_1439040105_EAR-10521-70-AD-(1).jpg,image_1439040117_EAR-10521-70-AD-(2).jpg","Earring,Earring","20",
"1180","Antique Earring","Ear-13156-06-AT","","2150","","","","0000-00-00","0000-00-00","image_1439040008_EAR-13156-06-AT-(1).jpg,image_1439040045_EAR-13156-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1178","Antique Earring","Ear-13129-06-AT","","1150","","","","0000-00-00","0000-00-00","image_1439039800_EAR-13129-06-AT-(2).jpg,image_1439039788_EAR-13129-06-AT-(1).jpg","Antique Earring,Antique Earring","10",
"1177","Italian Jewellery  Earring","Ear-10520-70-AD IJ","","25500","","","","0000-00-00","0000-00-00","image_1439039372_EAR-10520-70-AD-(1).jpg","Earring","20",
"1176","American Diamond Earring","Ear-10536-70-AD IJ","","32500","","","","0000-00-00","0000-00-00","image_1439039220_EAR-10536-70-AD-(1).jpg","AD Earing","10",
"1175","Antique Earring","Ear-13154-06-AT","","1500","","","","0000-00-00","1970-01-01","image_1439039059_EAR-13154-06-AT-(1).jpg","Antique Earring","10",
"1174","Antique Earring","Ear-034-9025-AT","","995","","","","0000-00-00","1970-01-01","image_1439039072_EAR-034-9025-AT-(1).jpg,image_1439039090_EAR-034-9025-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1173","Antique Earring","Ear-13145-06-AT","","650","","","","0000-00-00","1970-01-01","image_1439039032_EAR-13145-06-AT-(1).jpg,image_1439039044_EAR-13145-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1172","Antique Earring","Ear-13201-16-AT","","600","","","","0000-00-00","1970-01-01","image_1439039004_EAR-13201-16-AT-(1).jpg,image_1439039016_EAR-13201-16-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1171","Antique Earring","Ear-13215-16-AT","","950","","","","0000-00-00","1970-01-01","image_1439038972_EAR-13215-16-AT-(1).jpg,image_1439038987_EAR-13215-16-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1170","Antique Earring","Ear-13126-06-AT","","1690","","","","0000-00-00","0000-00-00","image_1439038905_EAR-13126-06-AT-(1).jpg","Antique Earring","10",
"1169","Antique Earring","Ear-13142-06-AT","","1090","","","","0000-00-00","0000-00-00","image_1439038887_EAR-13142-06-AT-(1).jpg","Antique Earring","10",
"1168","Antique Earring","Ear--13135-06-AT","","675","","","","0000-00-00","0000-00-00","image_1439038853_EAR-13135-06-AT-(1).jpg","Antique Earring","10",
"1167","Antique Earring","Ear-12850-06-AT","","1190","","","","0000-00-00","0000-00-00","image_1439361419_EAR-12850-06-AT-(1).jpg,image_1439361433_EAR-12850-06-AT (3).JPG","Antique Earring,Antique Earring","10",
"1166","Antique Earring","Ear-12866-06-AT","","1950","","","","0000-00-00","0000-00-00","image_1439038826_EAR-12866-06-AT-(1).jpg","Antique Earring","10",
"1165","Antique Earring","Ear-13161-06-AT","","1850","","","","0000-00-00","0000-00-00","image_1439038808_EAR-13161-06-AT-(1).jpg","Antique Earring","10",
"1164","Antique Earring","Ear-13143-06-AT","","1250","","","","0000-00-00","0000-00-00","image_1439038792_EAR-13143-06-AT-(1).jpg","Antique Earring","10",
"1163","Italian Jewellery Earring","Ear-10537-70-AD IJ","","29500","","","","0000-00-00","0000-00-00","image_1439037019_EAR-10537-70-AD-(1).jpg,image_1439037094_EAR-10537-70-AD-(2).jpg","Earring,Earring","20",
"1162","Antique Earring","Ear-12750-16-AT","","2800","","","","0000-00-00","1970-01-01","image_1439037615_EAR-12750-16-AT-(1).jpg","Antique Earring","10",
"1161","Antique Earring","Ear-12033-06-AT","","1100","","","","0000-00-00","0000-00-00","image_1439037359_EAR-12033-06-AT-(1).jpg,image_1439037487_EAR-12033-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1160","Antique Earring","Ear-119-9999-AT","","1350","","","","0000-00-00","0000-00-00","image_1439037344_EAR-119-9999-AT-(1).jpg,image_1439037457_EAR-119-9999-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1159","Antique Earring","Ear-13176-06-AT","","1350","","","","0000-00-00","0000-00-00","image_1439037330_EAR-13176-06-AT-(1).jpg,image_1439037422_EAR-13176-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1158","Antique Earring","Ear-4340-100-AT","","1200","","","","0000-00-00","0000-00-00","image_1439037304_EAR-4340-100-AT-(1).jpg,image_1439037402_EAR-4340-100-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1157","Antique Earring","Ear-12968-06-AT","","1450","","","","0000-00-00","0000-00-00","image_1439037540_EAR-12968-06-AT-(1).jpg,image_1439037558_EAR-12968-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1156","Antique Earring","Ear-13174-06-AT","","2350","","","","0000-00-00","0000-00-00","image_1439037209_EAR-13174-06-AT-(1).jpg,image_1439037242_EAR-13174-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1155","Antique Earring","Ear-1478-06-AT","","1750","","","","0000-00-00","0000-00-00","image_1439037145_EAR-1478-06-AT-(1).jpg,image_1439037162_EAR-1478-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1154","Antique Earring","Ear-12969-06-AT","","1450","","","","0000-00-00","1970-01-01","image_1439037654_EAR-12969-06-AT-(2).jpg,image_1439037636_EAR-12969-06-AT-(1).jpg","Antique Earring,Antique Earring","10",
"1153","Antique Earring","Ear-12879-06-AT","","1990","","","","0000-00-00","1970-01-01","image_1439037669_EAR-12879-06-AT-(1).jpg,image_1439037684_EAR-12879-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1152","Antique Earring","Ear-10477-100-AT","","850","","","","0000-00-00","1970-01-01","image_1439037717_EAR-10477-100-AT-(1).jpg,image_1439037747_EAR-10477-100-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1151","Antique Earring","Ear-13101-06-AT","","1550","","","","0000-00-00","1970-01-01","image_1439362699_EAR-13101-06-AT-(1).jpg","Antique Earring","10",
"1150","Italian Jewellery  Earring","Ear-10541-70-AD IJ","","8500","","","","0000-00-00","0000-00-00","image_1439036555_EAR-10541-70-AD-(1).jpg,image_1439036665_EAR-10541-70-AD-(2).jpg","Earring,Earring","20",
"1149","Sterling Silver Earring","Ear-11754-24-SS","","3125","","","","0000-00-00","0000-00-00","image_1439036277_EAR-11754-24-SS-(1).jpg,image_1439036303_EAR-11754-24-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1148","Sterling Silver Earring","Ear-11217-24-SS","","1800","","","","0000-00-00","0000-00-00","image_1439540740_EAR-11217-54-SS-(2).jpg,image_1439540754_EAR-11217-54-SS-(1).jpg","Sterling Silver Earring,Sterling Silver Earring","10",
"1147","Sterling Silver Earring","Ear-11732-54-SS","","4950","","","","0000-00-00","0000-00-00","image_1439035952_EAR-11732-24-SS-(2).jpg,image_1439035879_EAR-11732-24-SS-(1).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1146","Sterling Silver Earring","Ear-12512-34-SS","","3050","","","","0000-00-00","0000-00-00","image_1439035620_EAR-12512-34-SS-(1).jpg","Sterling Silver Earring","20",
"1145","Antique Earring","Ear-13131-06-AT","","1090","","","","0000-00-00","1970-01-01","image_1439035824_EAR-13131-06-AT-(1).jpg,image_1439035868_EAR-13131-06-AT-(2).jpg","Antique Earring,Antique Earring","10",
"1144","Antique Earring","Ear-13181-06-AT","","2195","","","","0000-00-00","1970-01-01","image_1439035803_EAR-13181-06-AT-(1).jpg","Antique Earring","10",
"1143","Antique Earring","Ear-13109-06-AT","","1990","","","","0000-00-00","1970-01-01","image_1439036165_EAR-13109-06-AT-(1).jpg","Antique Earring","10",
"1142","Antique Earring","Ear-13108-06-AT","","1990","","","","0000-00-00","1970-01-01","image_1439035780_EAR-13108-06-AT-(2).jpg","Antique Earring","10",
"1141","Antique Earring","Ear--13134-06-AT","","2450","","","","0000-00-00","1970-01-01","image_1439035747_EAR-13134-06-AT-(1).jpg","Antique Earring","10",
"1140","Sterling Silver Earring","Ear-13208-16-SS","","1900","","","","0000-00-00","0000-00-00","image_1439035512_EAR-13208-16-SS-(2).jpg,image_1439035478_EAR-13208-16-SS-(1).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1139","Sterling Silver Earring","Ear-054-9180-SS","","2550","","","","0000-00-00","0000-00-00","image_1439035026_EAR-054-9180-SS-(1).jpg","Sterling Silver Earring","20",
"1138","Sterling Silver Earring","Ear-12469-34-SS","","1050","","","","0000-00-00","0000-00-00","image_1439034723_EAR-12469-34-SS-(1).jpg,image_1439034801_EAR-12469-34-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1137","Sterling Silver Earring","Ear-163-9006-SS","","1295","","","","0000-00-00","0000-00-00","image_1439034390_EAR-163-9006-SS-(1).jpg,image_1439034573_EAR-163-9006-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1136","Sterling Silver Earring","Ear-12482-34-SS","","650","","","","0000-00-00","0000-00-00","image_1439030967_EAR-12482-34-SS-(1).jpg","Sterling Silver Earring","20",
"1135","Sterling Silver Earring","Ear-12519-34-SS","","1090","","","","0000-00-00","0000-00-00","image_1439030852_EAR-12519-34-SS-(1).jpg","Sterling Silver Earring","20",
"1134","Sterling Silver Earring","Ear-11808-24-SS","","600","","","","0000-00-00","0000-00-00","image_1439030717_EAR-11808-24-SS-(2).jpg,image_1439030705_EAR-11808-24-SS-(1).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1133","Sterling Silver Earring","Ear-12475-34-SS","","890","","","","0000-00-00","0000-00-00","image_1439030591_EAR-12475-34-SS-(1).jpg","Sterling Silver Earring","20",
"1132","Sterling Silver Earring","Ear-100-9006-SS","","2725","","","","0000-00-00","0000-00-00","image_1439030409_EAR-100-9006-SS-(1).jpg,image_1439030430_EAR-100-9006-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1131","Sterling Silver Earring","Ear-12472-34-SS","","3100","","","","0000-00-00","0000-00-00","image_1439030264_EAR-12472-34-SS-(1).jpg","Sterling Silver Earring","20",
"1130","Sterling Silver Earring","Ear-12523-34-SS","","1090","","","","0000-00-00","0000-00-00","image_1439030162_EAR-12523-34-SS-(1).jpg","Sterling Silver Earring","20",
"1129","Sterling Silver Earring","Ear-12504-34-SS","","1350","","","","0000-00-00","0000-00-00","image_1439029998_EAR-12504-34-SS-(1).jpg","Sterling Silver Earring","20",
"1127","Sterling Silver Earring","Ear-11725-24-SS","","3250","","","","0000-00-00","1970-01-01","image_1439377348_EAR-11725-24-SS-(1).jpg,image_1439377368_EAR-11725-24-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","10",
"1126","Sterling Silver Earring","Ear-12513-34-SS","","3050","","","","0000-00-00","1970-01-01","image_1439377654_EAR-12513-34-SS-(1).jpg","Sterling Silver Earring","20",
"1125","Sterling Silver Earring","Ear-11800-24-SS","","800","","","","0000-00-00","1970-01-01","image_1439377675_EAR-11800-24-SS-(1).jpg","Sterling Silver Earring","20",
"1124","Sterling Silver Earring","Ear-12511-34-SS","","3050","","","","0000-00-00","1970-01-01","image_1439377697_EAR-12511-34-SS-(1).jpg,image_1439377716_EAR-12511-34-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1123","Sterling Silver Earring","Ear-11840-24-SS","","870","","","","0000-00-00","0000-00-00","image_1439028493_EAR-11840-24-SS-(1).jpg","Sterling Silver Earring","20",
"1122","Sterling Silver Earring","Ear-12468-34-SS","","850","","","","0000-00-00","1970-01-01","image_1439378530_EAR-12468-34-SS-(1).jpg,image_1439378738_EAR-12468-34-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","10",
"1121","Sterling Silver Earring","Ear-12521-34-SS","","1090","","","","0000-00-00","0000-00-00","image_1439028147_EAR-12521-34-SS-(1).jpg","Sterling Silver Earring","20",
"1120","Sterling Silver Earring","Ear-12476-34-SS","","1150","","","","0000-00-00","0000-00-00","image_1439540597_EAR-12476-34-SS-(1).jpg","Sterling Silver Earring","10",
"1119","Sterling Silver Earring","Ear-11751-24-SS","","2575","","","","0000-00-00","0000-00-00","image_1439026348_EAR-11751-24-SS-(1).jpg,image_1439026359_EAR-11751-24-SS-(2).jpg","Sterling Silver Earring,Sterling Silver Earring","20",
"1118","Micro Earring","Ear-8005-62-MC","","1250","","","","0000-00-00","0000-00-00","image_1438951746_EAR-8005-62-MC-(1).jpg,image_1438951767_EAR-8005-62-MC-(2).jpg","Micro Earring,Micro Earring","10",
"1117","Micro Earring","Ear-13021-56-MC","","550","","","","0000-00-00","0000-00-00","image_1438951793_EAR-13021-56-MC-(1).jpg","Micro Earring","10",
